id,save_name,save_date,rows,cols,starting_color,mode,game_index,moves,view_index,ai_mode,ai_depth,confidence,distinct_cols,player_red,player_yellow,created_at
57,auto_9x9_random_d6_20260218_001315_15,2026-02-18 00:13:15.898182,9,9,R,1,15,"[6, 1, 3, 6, 7, 3, 4, 2, 7, 1, 5]",11,random,6,1,7,,,2026-03-20 14:14:32.711364+01
58,auto_9x9_random_d4_20260218_001315_16,2026-02-18 00:13:15.898598,9,9,Y,0,16,"[7, 7, 4, 3, 1, 0, 5, 2, 8, 1, 6]",11,random,4,1,9,,,2026-03-20 14:14:32.711364+01
168,auto_9x9_minimax_d6_20260218_001315_126,2026-02-18 00:13:15.941245,9,9,Y,0,126,"[1, 5, 1, 7, 2, 7, 8, 3, 8, 6, 1, 3, 1]",13,minimax,6,4,7,,,2026-03-20 14:14:32.711364+01
59,auto_9x9_random_d4_20260218_001315_17,2026-02-18 00:13:15.898866,9,9,Y,1,17,"[8, 1, 6, 0, 2, 0, 4, 6, 1, 3, 2, 0, 1, 6, 2, 8, 5, 0]",18,random,4,1,8,,,2026-03-20 14:14:32.711364+01
60,auto_9x9_random_d8_20260218_001315_18,2026-02-18 00:13:15.901134,9,9,Y,0,18,"[2, 7, 4, 0, 0, 0, 7, 4, 6, 4, 3, 1, 0, 6, 3, 4, 0, 4]",18,random,8,1,7,,,2026-03-20 14:14:32.711364+01
61,auto_9x9_random_d6_20260218_001315_19,2026-02-18 00:13:15.901502,9,9,Y,0,19,"[2, 6, 0, 2, 2, 8, 2, 6, 0, 6, 6, 7, 3, 1, 0, 3, 7, 0, 5, 8, 0, 4, 4, 2, 0, 2, 2, 3, 6, 5, 7, 3, 7, 3]",34,random,6,1,9,,,2026-03-20 14:14:32.711364+01
62,auto_9x9_random_d8_20260218_001315_20,2026-02-18 00:13:15.901829,9,9,R,0,20,"[0, 2, 7, 3, 6, 6, 8, 2, 4, 5, 5, 6, 6, 6, 6, 8, 2, 3, 3, 0, 6, 6, 7, 0, 7, 8, 6, 0, 0, 2, 2, 8, 2, 3, 0, 3, 1, 2, 1, 8]",40,random,8,1,9,,,2026-03-20 14:14:32.711364+01
63,auto_9x9_random_d4_20260218_001315_21,2026-02-18 00:13:15.902102,9,9,Y,1,21,"[7, 5, 3, 7, 4, 7, 4, 5, 6, 0, 1, 6, 0, 7, 3, 4, 7, 2, 1, 4, 7, 1, 3, 6, 6, 0, 5]",27,random,4,1,8,,,2026-03-20 14:14:32.711364+01
64,auto_9x9_minimax_d2_20260218_001315_22,2026-02-18 00:13:15.902351,9,9,Y,0,22,"[7, 8, 1, 0, 2, 8, 5, 5, 7, 6, 4, 2, 0, 4, 6, 3, 8, 3]",18,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
65,auto_9x9_random_d4_20260218_001315_23,2026-02-18 00:13:15.90257,9,9,R,1,23,"[1, 3, 8, 8, 8, 4, 2, 6, 3, 4, 7, 5]",12,random,4,1,8,,,2026-03-20 14:14:32.711364+01
66,auto_9x9_random_d2_20260218_001315_24,2026-02-18 00:13:15.902827,9,9,Y,0,24,"[3, 8, 7, 2, 6, 3, 5, 5, 6, 8, 5, 6, 8, 0, 2, 7, 1, 6, 6, 8, 4]",21,random,2,1,9,,,2026-03-20 14:14:32.711364+01
67,auto_9x9_random_d8_20260218_001315_25,2026-02-18 00:13:15.903093,9,9,R,0,25,"[3, 1, 3, 2, 3, 1, 5, 7, 4, 7, 5, 3, 0, 7, 2, 0, 0, 4, 3, 0, 3, 4, 1, 6, 6, 5, 6, 1, 6, 3, 1, 5, 1, 5, 8, 5]",36,random,8,1,9,,,2026-03-20 14:14:32.711364+01
68,auto_9x9_random_d8_20260218_001315_26,2026-02-18 00:13:15.90409,9,9,Y,0,26,"[5, 0, 4, 8, 3, 4, 8, 0, 2]",9,random,8,1,6,,,2026-03-20 14:14:32.711364+01
69,auto_9x9_random_d8_20260218_001315_27,2026-02-18 00:13:15.90449,9,9,R,1,27,"[2, 6, 2, 3, 2, 8, 3, 3, 4, 3, 7, 4, 8, 2, 6, 5]",16,random,8,1,7,,,2026-03-20 14:14:32.711364+01
70,auto_9x9_random_d6_20260218_001315_28,2026-02-18 00:13:15.904867,9,9,Y,0,28,"[5, 7, 0, 0, 7, 8, 1, 6, 2, 8, 8, 1, 6, 0, 8, 7, 8, 1, 7, 5, 8]",21,random,6,1,7,,,2026-03-20 14:14:32.711364+01
71,auto_9x9_random_d4_20260218_001315_29,2026-02-18 00:13:15.905105,9,9,Y,1,29,"[8, 0, 3, 5, 4, 5, 8, 5, 6, 3, 3, 4, 8, 2, 7, 5]",16,random,4,1,8,,,2026-03-20 14:14:32.711364+01
72,auto_9x9_minimax_d4_20260218_001315_30,2026-02-18 00:13:15.905344,9,9,Y,1,30,"[3, 4, 4, 0, 8, 3, 3, 5, 4, 4, 8, 2, 1, 6, 2, 7]",16,minimax,4,3,9,,,2026-03-20 14:14:32.711364+01
73,auto_9x9_minimax_d4_20260218_001315_31,2026-02-18 00:13:15.90561,9,9,Y,0,31,"[2, 1, 4, 3, 8, 8, 4, 6, 6, 6, 6, 6, 2, 3, 3, 6, 5, 3, 1, 0, 3, 8, 1, 0, 7, 8, 7, 5, 2, 5, 3, 6, 5, 8]",34,minimax,4,3,9,,,2026-03-20 14:14:32.711364+01
74,auto_9x9_minimax_d6_20260218_001315_32,2026-02-18 00:13:15.905899,9,9,Y,0,32,"[7, 0, 3, 1, 4, 8, 4, 0, 2, 2, 4, 1, 0, 5, 6, 2, 2, 4, 1, 5, 4, 2, 0, 1, 1, 3]",26,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
75,auto_9x9_random_d8_20260218_001315_33,2026-02-18 00:13:15.906501,9,9,R,1,33,"[1, 4, 2, 8, 6, 5, 8, 3, 1, 3, 4, 3, 8, 4, 8, 1, 0, 5, 6, 2, 8]",21,random,8,1,8,,,2026-03-20 14:14:32.711364+01
76,auto_9x9_random_d4_20260218_001315_34,2026-02-18 00:13:15.906835,9,9,Y,1,34,"[1, 6, 0, 0, 5, 5, 6, 0, 0, 5, 6, 5, 1, 3, 8, 4, 1, 0, 0, 2, 1]",21,random,4,1,8,,,2026-03-20 14:14:32.711364+01
77,auto_9x9_random_d8_20260218_001315_35,2026-02-18 00:13:15.907119,9,9,Y,0,35,"[6, 4, 6, 1, 7, 5, 5, 5, 1, 2, 0, 4, 4, 0, 5, 8, 3, 3, 6, 0, 8, 6, 2, 2, 0, 8, 4, 7, 3, 6, 3]",31,random,8,1,9,,,2026-03-20 14:14:32.711364+01
78,auto_9x9_minimax_d8_20260218_001315_36,2026-02-18 00:13:15.907395,9,9,R,0,36,"[5, 5, 2, 7, 4, 0, 4, 7, 8, 6, 3]",11,minimax,8,5,8,,,2026-03-20 14:14:32.711364+01
79,auto_9x9_minimax_d4_20260218_001315_37,2026-02-18 00:13:15.907673,9,9,R,0,37,"[7, 8, 3, 7, 3, 2, 6, 8, 1, 8, 4, 3, 8, 6, 8, 2, 8, 8, 0, 0, 8, 6, 4, 4, 7, 6, 0, 1, 5]",29,minimax,4,3,9,,,2026-03-20 14:14:32.711364+01
80,auto_9x9_random_d2_20260218_001315_38,2026-02-18 00:13:15.907998,9,9,R,1,38,"[1, 2, 3, 7, 5, 4, 2, 0, 6, 6, 2, 7, 8, 0, 1, 0, 6, 6, 7, 8, 0, 0, 1]",23,random,2,1,9,,,2026-03-20 14:14:32.711364+01
81,auto_9x9_minimax_d8_20260218_001315_39,2026-02-18 00:13:15.90828,9,9,Y,0,39,"[4, 2, 7, 7, 6, 2, 8, 5, 7, 7, 7, 2, 6, 1, 8, 7, 6, 7, 3, 0, 0, 2]",22,minimax,8,5,9,,,2026-03-20 14:14:32.711364+01
82,auto_9x9_minimax_d2_20260218_001315_40,2026-02-18 00:13:15.908525,9,9,R,1,40,"[3, 3, 3, 7, 3, 4, 1, 8, 6, 5, 1, 8, 6, 4, 0, 1, 2]",17,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
83,auto_9x9_random_d8_20260218_001315_41,2026-02-18 00:13:15.908742,9,9,R,1,41,"[2, 2, 8, 3, 4, 0, 8, 7, 4, 3, 4, 1, 4]",13,random,8,1,7,,,2026-03-20 14:14:32.711364+01
84,auto_9x9_random_d6_20260218_001315_42,2026-02-18 00:13:15.908983,9,9,R,1,42,"[2, 0, 8, 4, 6, 1, 0, 3, 8, 6, 4, 4, 4, 5, 2, 0, 5, 3, 4, 1, 5, 5, 3, 3, 6, 2]",26,random,6,1,8,,,2026-03-20 14:14:32.711364+01
85,auto_9x9_random_d8_20260218_001315_43,2026-02-18 00:13:15.909212,9,9,Y,1,43,"[0, 6, 5, 3, 1, 4, 4, 3, 5, 1, 3, 5, 8, 4, 4, 2, 7, 4, 1, 0, 2]",21,random,8,1,9,,,2026-03-20 14:14:32.711364+01
86,auto_9x9_random_d2_20260218_001315_44,2026-02-18 00:13:15.909479,9,9,Y,1,44,"[3, 2, 3, 3, 1, 4, 3, 8, 3, 6, 5, 1, 3, 3, 1, 5, 2, 8, 2, 7, 0, 5, 7, 6, 2, 1, 7, 4, 3, 8, 2]",31,random,2,1,9,,,2026-03-20 14:14:32.711364+01
87,auto_9x9_minimax_d8_20260218_001315_45,2026-02-18 00:13:15.909742,9,9,Y,0,45,"[3, 8, 0, 2, 1, 1, 1, 6, 4, 5, 1, 2, 4, 6, 6, 1, 1, 1, 4, 2, 7, 6, 2, 4, 7, 6, 8, 2, 4, 1, 1, 5, 6, 0, 6, 3]",36,minimax,8,5,9,,,2026-03-20 14:14:32.711364+01
88,auto_9x9_minimax_d4_20260218_001315_46,2026-02-18 00:13:15.910633,9,9,R,1,46,"[5, 0, 1, 4, 7, 7, 3, 4, 1, 4, 7, 8, 1, 1, 0, 7, 7, 7, 1, 1, 4, 2, 0, 8, 8, 5, 1, 7, 3, 8, 7, 3, 7, 2, 4, 5, 4, 0, 3, 2]",40,minimax,4,3,8,,,2026-03-20 14:14:32.711364+01
89,auto_9x9_minimax_d2_20260218_001315_47,2026-02-18 00:13:15.910876,9,9,R,1,47,"[5, 1, 1, 4, 6, 0, 5, 1, 5, 6, 3, 6, 7, 3, 5]",15,minimax,2,2,7,,,2026-03-20 14:14:32.711364+01
90,auto_9x9_random_d4_20260218_001315_48,2026-02-18 00:13:15.911111,9,9,Y,0,48,"[6, 0, 4, 0, 7, 2, 7, 7, 8, 2, 1, 4, 8, 6, 3, 7, 5]",17,random,4,1,9,,,2026-03-20 14:14:32.711364+01
91,auto_9x9_random_d6_20260218_001315_49,2026-02-18 00:13:15.91135,9,9,R,1,49,"[7, 7, 8, 3, 4, 6, 3, 3, 2, 3, 4, 4, 8, 5, 4, 3, 4, 1, 6, 0, 2, 4, 8, 3]",24,random,6,1,9,,,2026-03-20 14:14:32.711364+01
92,auto_9x9_random_d6_20260218_001315_50,2026-02-18 00:13:15.911633,9,9,R,1,50,"[4, 8, 8, 1, 8, 0, 4, 0, 7, 8, 7, 0, 0, 4, 4, 7, 0, 5, 7, 4, 4, 0, 5, 5, 1, 7, 1, 8, 2, 3, 0, 1, 7, 2, 6, 4, 7, 3, 4, 8, 8, 5, 4, 5, 6]",45,random,6,1,9,,,2026-03-20 14:14:32.711364+01
93,auto_9x9_random_d4_20260218_001315_51,2026-02-18 00:13:15.911975,9,9,R,1,51,"[8, 0, 6, 0, 8, 7, 5, 8, 1, 7, 8, 5, 5, 3, 5, 5, 1, 7, 7, 7, 7, 6, 2, 8, 0, 6, 7, 2, 3, 0, 2, 3, 8, 1]",34,random,4,1,8,,,2026-03-20 14:14:32.711364+01
94,auto_9x9_random_d6_20260218_001315_52,2026-02-18 00:13:15.91242,9,9,Y,0,52,"[2, 8, 3, 0, 3, 2, 8, 8, 2, 4, 1, 0, 3, 3, 1, 4, 6, 6, 5, 1, 1, 3, 4, 7, 1, 1, 2, 5, 7, 3, 3, 0, 4, 7, 1, 5, 5]",37,random,6,1,9,,,2026-03-20 14:14:32.711364+01
95,auto_9x9_random_d2_20260218_001315_53,2026-02-18 00:13:15.913119,9,9,Y,1,53,"[0, 3, 6, 6, 7, 3, 7, 8, 2, 3, 0, 4, 5, 0, 1, 7, 4, 0, 3, 7, 4, 5, 8, 2, 8, 7, 0, 7]",28,random,2,1,9,,,2026-03-20 14:14:32.711364+01
169,auto_9x9_minimax_d6_20260218_001315_127,2026-02-18 00:13:15.941527,9,9,R,1,127,"[4, 2, 2, 4, 8, 4, 6, 7, 1, 2, 0, 7, 5, 1, 3]",15,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
96,auto_9x9_minimax_d2_20260218_001315_54,2026-02-18 00:13:15.913523,9,9,Y,0,54,"[2, 3, 0, 6, 1, 4, 7, 6, 2, 3, 0, 0, 8, 0, 3, 3, 3, 7, 5, 0, 8, 4, 6, 3, 3, 6, 1, 7, 7, 6, 6, 4, 4]",33,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
97,auto_9x9_random_d2_20260218_001315_55,2026-02-18 00:13:15.913944,9,9,Y,1,55,"[7, 3, 6, 7, 0, 0, 8, 7, 2, 8, 7, 2, 6, 0, 7, 1, 0, 7, 8, 3, 1, 2, 7, 5, 0, 1, 2, 8, 4, 7, 8, 3]",32,random,2,1,9,,,2026-03-20 14:14:32.711364+01
98,auto_9x9_random_d8_20260218_001315_56,2026-02-18 00:13:15.914226,9,9,Y,1,56,"[1, 3, 2, 2, 4, 4, 8, 5, 8, 1, 2, 6, 5, 5, 0, 5, 2, 3]",18,random,8,1,8,,,2026-03-20 14:14:32.711364+01
99,auto_9x9_minimax_d2_20260218_001315_57,2026-02-18 00:13:15.914531,9,9,Y,1,57,"[3, 4, 4, 7, 2, 0, 0, 2, 7, 6, 1, 4, 7, 2, 0, 2, 4, 0, 4, 7, 2, 7, 7, 2, 5, 5, 7, 2, 5, 6, 3, 4, 7, 6]",34,minimax,2,2,8,,,2026-03-20 14:14:32.711364+01
100,auto_9x9_random_d2_20260218_001315_58,2026-02-18 00:13:15.914833,9,9,Y,0,58,"[3, 0, 3, 5, 4, 3, 6, 4, 8, 8, 2, 8, 1]",13,random,2,1,8,,,2026-03-20 14:14:32.711364+01
101,auto_9x9_minimax_d6_20260218_001315_59,2026-02-18 00:13:15.915111,9,9,R,1,59,"[7, 3, 5, 0, 8, 5, 5, 6, 4, 5, 3, 7, 0, 1, 3, 3, 4, 5, 7, 3, 8, 4]",22,minimax,6,4,8,,,2026-03-20 14:14:32.711364+01
102,auto_9x9_minimax_d8_20260218_001315_60,2026-02-18 00:13:15.915505,9,9,R,0,60,"[2, 3, 4, 6, 5, 8, 8, 6, 1, 2, 0, 2, 4, 1, 6, 2, 7, 5, 0, 5, 1, 8, 5, 6, 6, 6, 8, 2]",28,minimax,8,5,9,,,2026-03-20 14:14:32.711364+01
103,auto_9x9_minimax_d6_20260218_001315_61,2026-02-18 00:13:15.915936,9,9,R,1,61,"[2, 5, 8, 0, 2, 3, 5, 8, 3, 1, 0, 6, 2, 4]",14,minimax,6,4,8,,,2026-03-20 14:14:32.711364+01
104,auto_9x9_random_d2_20260218_001315_62,2026-02-18 00:13:15.91629,9,9,R,0,62,"[4, 8, 6, 4, 8, 4, 3, 6, 1, 2, 1, 0, 2, 3, 1, 5, 3, 8, 1]",19,random,2,1,8,,,2026-03-20 14:14:32.711364+01
105,auto_9x9_random_d4_20260218_001315_63,2026-02-18 00:13:15.916754,9,9,Y,1,63,"[3, 7, 3, 2, 4, 1, 4, 7, 4, 6, 8, 5, 7, 4, 1, 2, 0, 1, 2, 6, 7, 0, 5, 8, 1]",25,random,4,1,9,,,2026-03-20 14:14:32.711364+01
106,auto_9x9_minimax_d2_20260218_001315_64,2026-02-18 00:13:15.917128,9,9,Y,0,64,"[4, 2, 4, 4, 8, 2, 8, 3, 4, 1, 5, 3, 1, 6, 0, 6, 2, 8, 3, 4, 4, 8, 4, 5, 1, 1, 7, 2, 6, 7, 0, 5, 1, 7, 0]",35,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
107,auto_9x9_minimax_d8_20260218_001315_65,2026-02-18 00:13:15.917457,9,9,Y,1,65,"[4, 6, 0, 3, 5, 6, 0, 7, 7, 3, 5, 6, 7, 0, 0, 2, 4, 3, 0, 2, 0, 8, 1, 4, 0]",25,minimax,8,5,9,,,2026-03-20 14:14:32.711364+01
108,auto_9x9_random_d2_20260218_001315_66,2026-02-18 00:13:15.917789,9,9,Y,1,66,"[1, 0, 0, 8, 8, 7, 7, 3, 4, 2, 4, 2, 7, 1, 4, 2, 3, 2]",18,random,2,1,7,,,2026-03-20 14:14:32.711364+01
109,auto_9x9_random_d8_20260218_001315_67,2026-02-18 00:13:15.918081,9,9,R,0,67,"[2, 8, 7, 7, 4, 2, 6, 7, 1, 3, 4, 2, 1, 4, 0, 4, 6, 1, 1, 0, 2, 0, 5]",23,random,8,1,9,,,2026-03-20 14:14:32.711364+01
110,auto_9x9_random_d4_20260218_001315_68,2026-02-18 00:13:15.918363,9,9,R,1,68,"[5, 3, 5, 2, 1, 8, 1, 8, 6, 5, 3, 3, 7, 1, 5, 0, 7, 5, 5, 6, 1, 1, 7, 8, 1, 5, 7]",27,random,4,1,8,,,2026-03-20 14:14:32.711364+01
111,auto_9x9_minimax_d2_20260218_001315_69,2026-02-18 00:13:15.918588,9,9,R,0,69,"[3, 5, 5, 8, 0, 8, 7, 0, 1, 1, 2]",11,minimax,2,2,7,,,2026-03-20 14:14:32.711364+01
112,auto_9x9_random_d8_20260218_001315_70,2026-02-18 00:13:15.91883,9,9,Y,1,70,"[4, 7, 1, 0, 1, 7, 4, 6, 7, 0, 6, 3, 8, 4, 1, 0, 4, 7, 2, 0]",20,random,8,1,8,,,2026-03-20 14:14:32.711364+01
113,auto_9x9_minimax_d6_20260218_001315_71,2026-02-18 00:13:15.919119,9,9,Y,1,71,"[1, 7, 7, 6, 6, 2, 2, 8, 6, 3, 0, 6, 5, 2, 0, 6, 4, 6, 2, 1, 4, 0, 6, 1, 4, 5, 8, 2, 0, 4, 8, 4, 3, 2, 5, 5, 2, 7, 5, 7]",40,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
208,auto_9x9_minimax_d6_20260218_001315_166,2026-02-18 00:13:15.959772,9,9,Y,0,166,"[2, 2, 2, 6, 4, 6, 6, 8, 0, 6, 3, 2, 3, 5, 8, 8, 6, 3, 1]",19,minimax,6,4,8,,,2026-03-20 14:14:32.711364+01
114,auto_9x9_minimax_d2_20260218_001315_72,2026-02-18 00:13:15.919389,9,9,R,0,72,"[6, 8, 6, 7, 0, 5, 4, 6, 8, 3, 4, 8, 6, 5, 6, 0, 5, 1, 7, 8, 2, 4, 6, 3, 8, 0, 3, 1, 8, 3, 7, 2]",32,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
115,auto_9x9_random_d8_20260218_001315_73,2026-02-18 00:13:15.919925,9,9,Y,0,73,"[5, 3, 2, 2, 2, 8, 6, 6, 0, 6, 4, 0, 5, 7, 2, 5, 3, 2, 2, 1, 4, 5, 5, 5, 2, 0, 3]",27,random,8,1,9,,,2026-03-20 14:14:32.711364+01
116,auto_9x9_random_d8_20260218_001315_74,2026-02-18 00:13:15.920285,9,9,R,0,74,"[3, 7, 0, 4, 7, 3, 4, 5, 7, 8, 0, 0, 6, 8, 8, 1, 2, 3, 4, 0, 1, 1, 3, 4, 4, 7, 7, 4, 6, 8, 7, 5, 2, 1, 0, 2]",36,random,8,1,9,,,2026-03-20 14:14:32.711364+01
117,auto_9x9_minimax_d8_20260218_001315_75,2026-02-18 00:13:15.920527,9,9,Y,0,75,"[1, 7, 7, 5, 4, 1, 4, 0, 2, 8, 4, 6]",12,minimax,8,5,8,,,2026-03-20 14:14:32.711364+01
118,auto_9x9_minimax_d6_20260218_001315_76,2026-02-18 00:13:15.921055,9,9,Y,1,76,"[8, 4, 1, 3, 8, 1, 7, 1, 1, 8, 2, 2, 1, 2, 4, 0, 4, 0, 7, 1, 2, 5, 5, 3]",24,minimax,6,4,8,,,2026-03-20 14:14:32.711364+01
119,auto_9x9_minimax_d2_20260218_001315_77,2026-02-18 00:13:15.921408,9,9,Y,0,77,"[1, 2, 4, 1, 7, 8, 8, 1, 3, 8, 3, 8, 8, 8, 2, 4, 2, 8, 4, 8, 7, 7, 7, 7, 4, 3, 1]",27,minimax,2,2,6,,,2026-03-20 14:14:32.711364+01
120,auto_9x9_minimax_d2_20260218_001315_78,2026-02-18 00:13:15.921798,9,9,Y,1,78,"[0, 6, 7, 2, 6, 7, 3, 8, 0, 3, 3, 5, 1, 7, 6, 6, 7, 3, 8, 8, 1, 2, 3, 2, 4, 7, 8, 6, 8, 3, 3, 0, 5]",33,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
121,auto_9x9_minimax_d6_20260218_001315_79,2026-02-18 00:13:15.922294,9,9,Y,1,79,"[2, 7, 1, 3, 7, 3, 1, 7, 1, 6, 5, 6, 6, 2, 6, 1, 4, 8, 0, 4, 2, 1, 0, 3, 0, 4, 7, 0, 5]",29,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
122,auto_9x9_minimax_d6_20260218_001315_80,2026-02-18 00:13:15.922605,9,9,R,1,80,"[1, 0, 3, 6, 3, 0, 7, 8, 3, 7, 8, 7, 4, 5, 3]",15,minimax,6,4,8,,,2026-03-20 14:14:32.711364+01
123,auto_9x9_minimax_d6_20260218_001315_81,2026-02-18 00:13:15.922975,9,9,R,1,81,"[4, 6, 1, 8, 0, 1, 5, 2, 2, 1, 8, 8, 8, 8, 4, 2, 8, 2, 6, 0, 1, 0, 6, 6, 7, 3, 2, 6, 8, 2, 3, 6, 0, 6]",34,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
124,auto_9x9_minimax_d2_20260218_001315_82,2026-02-18 00:13:15.92342,9,9,Y,1,82,"[4, 5, 2, 7, 4, 5, 4, 1, 7, 3, 1, 7, 5, 5, 7, 4, 4, 3, 8, 3, 6, 6, 6, 1, 2, 5, 1, 0, 1, 2, 8, 0, 5, 6, 5, 0]",36,minimax,2,2,9,,,2026-03-20 14:14:32.711364+01
125,auto_9x9_random_d2_20260218_001315_83,2026-02-18 00:13:15.923892,9,9,R,1,83,"[2, 7, 3, 2, 6, 4, 5, 0, 0, 3, 4, 7, 1, 8, 0, 1, 6, 2, 3, 2, 2, 1, 3, 6, 2, 0, 5, 1]",28,random,2,1,9,,,2026-03-20 14:14:32.711364+01
126,auto_9x9_minimax_d6_20260218_001315_84,2026-02-18 00:13:15.924293,9,9,R,0,84,"[0, 6, 1, 0, 8, 4, 2, 2, 0, 6, 6, 3, 5, 8, 6, 0, 5, 8, 2, 4, 4, 3, 7, 6, 4, 2, 5, 3, 6, 2, 0, 3]",32,minimax,6,4,9,,,2026-03-20 14:14:32.711364+01
